"id","created_at","updated_at","app","payout"
"f8bbd9f3-1424-4c09-91fc-d62a6f404ccf","2023-12-19 16:39:13.496685+00","2023-12-19 16:39:13.496703+00","BETIKA","1.84"
"09b6678d-b29a-4027-b02a-d07e846cafd0","2023-12-19 16:38:53.18191+00","2023-12-19 16:38:53.181926+00","BETIKA","1.08"
"98352207-accf-4d3c-a45b-f23f0cd97f2a","2023-12-19 16:38:43.406025+00","2023-12-19 16:38:43.406042+00","BETIKA","2.93"
"319d96bc-0749-4b23-a4ec-dad68561a878","2023-12-19 16:38:13.253981+00","2023-12-19 16:38:13.253996+00","BETIKA","3.40"
"9541cff1-c1cc-4367-9d05-4e896e1f683b","2023-12-19 16:37:43.276387+00","2023-12-19 16:37:43.276402+00","BETIKA","2.03"
"8b6c5396-2cda-400c-97f5-6c64dc2ce9ca","2023-12-19 16:37:13.270135+00","2023-12-19 16:37:13.270156+00","BETIKA","16.91"
"ccb0397e-afb0-430e-ac84-a35624b6be52","2023-12-19 16:36:23.214525+00","2023-12-19 16:36:23.21454+00","BETIKA","22.56"
"72acc013-5872-459f-a231-d853c58e83ea","2023-12-19 16:35:33.240157+00","2023-12-19 16:35:33.240173+00","BETIKA","2.00"
"c796c64f-feb0-423f-9425-40260d419af9","2023-12-19 16:35:05.161868+00","2023-12-19 16:35:05.161882+00","BETIKA","1.20"
"794d874d-1efc-4182-92fe-5061e3e7d600","2023-12-19 16:34:43.478666+00","2023-12-19 16:34:43.478681+00","BETIKA","2.58"
"1a917d02-5787-47f3-9790-be4e1b2be36a","2023-12-19 16:34:13.281449+00","2023-12-19 16:34:13.281465+00","BETIKA","1.03"
"6b8327d1-7849-4cc7-9a49-4946184a6d01","2023-12-19 16:33:53.307758+00","2023-12-19 16:33:53.307774+00","BETIKA","5.03"
"20e154fa-a641-4dc0-a8ca-657c7f19ea18","2023-12-19 16:33:23.263208+00","2023-12-19 16:33:23.263226+00","BETIKA","1.05"
"9be71f5a-2cbd-4153-a2c5-5b36d5879b7c","2023-12-19 16:33:03.621208+00","2023-12-19 16:33:03.621223+00","BETIKA","1.68"
"21143441-897c-4ab2-b719-4984980a3e4e","2023-12-19 16:32:43.376769+00","2023-12-19 16:32:43.376785+00","BETIKA","2.10"
"41ff1720-d1c0-4a8e-b13d-b2ba4f0a135b","2023-12-19 16:32:04.465979+00","2023-12-19 16:32:04.465995+00","BETIKA","20.07"
"3ce4a63c-a4ca-4742-a253-9354cdf6f5e5","2023-12-19 16:31:03.387254+00","2023-12-19 16:31:03.38727+00","BETIKA","1.02"
"6bc84cae-f917-4e05-9897-c5c8f6e1bf40","2023-12-19 16:30:54.542201+00","2023-12-19 16:30:54.542217+00","BETIKA","2.50"
"9759fbfe-9829-4a9f-aadd-86ef3c35c87c","2023-12-19 16:30:23.252328+00","2023-12-19 16:30:23.252342+00","BETIKA","22.67"
"74f33eb8-a692-4f1d-b0d0-ac4352b5ba7e","2023-12-19 16:29:34.239232+00","2023-12-19 16:29:34.239246+00","BETIKA","1.94"
"b24832da-fdc8-4145-8196-cb1bd57b6e39","2023-12-19 16:29:13.577334+00","2023-12-19 16:29:13.577349+00","BETIKA","5.04"
"f128cb41-91f3-462c-9024-09b7a20d55ae","2023-12-19 16:28:34.469651+00","2023-12-19 16:28:34.469667+00","BETIKA","1.60"
"450c7c5d-459d-43a0-881d-4130efae9ff6","2023-12-19 16:28:14.509916+00","2023-12-19 16:28:14.509936+00","BETIKA","1.52"
"e5fa9e0e-6ed7-476c-ab37-c1a7200ff179","2023-12-19 16:27:54.45759+00","2023-12-19 16:27:54.45761+00","BETIKA","3.07"
"faac1e6a-ee91-4062-9389-ecbe0208d270","2023-12-19 16:27:33.904426+00","2023-12-19 16:27:33.904442+00","BETIKA","1.25"
"72e737a0-ba35-45ad-b764-00e103dfd4f3","2023-12-19 16:27:13.372969+00","2023-12-19 16:27:13.372984+00","BETIKA","1.27"
"0107628f-dff1-4e55-a2a9-f46b6fc11d8f","2023-12-19 16:26:53.154117+00","2023-12-19 16:26:53.154132+00","BETIKA","1.47"
"37aad9dd-8740-4be4-a990-ce18e7ee1cd1","2023-12-19 16:26:33.263855+00","2023-12-19 16:26:33.263871+00","BETIKA","4.28"
"a5b55240-bb5a-4ccb-bb62-45c24253eae8","2023-12-19 16:26:03.599462+00","2023-12-19 16:26:03.599477+00","BETIKA","1.85"
"23e95743-34d6-44a3-a0ef-f742f3a4f3a8","2023-12-19 16:25:33.160824+00","2023-12-19 16:25:33.160846+00","BETIKA","1.65"
"ae11bfc8-3d82-4c11-ad69-ee3058f3d3a6","2023-12-19 16:25:04.451635+00","2023-12-19 16:25:04.45165+00","BETIKA","1.60"
"01485088-e0d7-4c11-a679-82f305750164","2023-12-19 16:24:43.430133+00","2023-12-19 16:24:43.430148+00","BETIKA","2.01"
"1520c862-d91f-4622-836a-11bce9bdcab0","2023-12-19 16:24:03.200249+00","2023-12-19 16:24:03.200264+00","BETIKA","7.85"
"7d6bd84f-07a9-4e25-bc48-2e9078b536ca","2023-12-19 16:23:23.193527+00","2023-12-19 16:23:23.193542+00","BETIKA","10.47"
"695fec8a-ffb1-4068-a942-f26ecb3a4828","2023-12-19 16:22:43.262172+00","2023-12-19 16:22:43.262188+00","BETIKA","1.60"
"b9be525d-f9e2-49c0-96e2-f063be85dead","2023-12-19 16:22:23.192613+00","2023-12-19 16:22:23.192629+00","BETIKA","4.11"
"ea976a4b-2b2a-45b3-ad02-2ef57a65d076","2023-12-19 16:21:53.338711+00","2023-12-19 16:21:53.338733+00","BETIKA","1.67"
"8a99eb23-0319-4787-8207-28b25a0b494f","2023-12-19 16:21:34.481075+00","2023-12-19 16:21:34.48109+00","BETIKA","1.38"
"f3a07af0-7b52-476b-a7f6-0ecf2f9da121","2023-12-19 16:21:03.185792+00","2023-12-19 16:21:03.185811+00","BETIKA","1.08"
"7e491580-8ff6-4c0a-b0e5-65d7d6b1d7e5","2023-12-19 16:20:43.262429+00","2023-12-19 16:20:43.262447+00","BETIKA","2.52"
"c6fd87fe-79b4-4bb6-8e9f-bc8bcdc2ee0b","2023-12-19 16:20:23.239164+00","2023-12-19 16:20:23.239181+00","BETIKA","1.18"
"dde776bb-c97b-4783-9c09-9a25734766f3","2023-12-19 16:20:04.31734+00","2023-12-19 16:20:04.317356+00","BETIKA","2.63"
"b8f62127-a82a-4279-bbfd-134c530c18f2","2023-12-19 16:19:33.209382+00","2023-12-19 16:19:33.209398+00","BETIKA","2.25"
"0b6c8dba-19a8-476a-b649-926f4637a08c","2023-12-19 16:18:53.194338+00","2023-12-19 16:18:53.194354+00","BETIKA","1.84"
"627a1bc3-35cd-41dd-8a37-dd5c95318b55","2023-12-19 16:18:34.39581+00","2023-12-19 16:18:34.395832+00","BETIKA","1.17"
"4588f336-0d64-461e-a786-97e75f295cfd","2023-12-19 16:18:14.939478+00","2023-12-19 16:18:14.9395+00","BETIKA","5.25"
"c6363088-bcba-4ca5-9def-c9a931c4fbbe","2023-12-19 16:17:33.223574+00","2023-12-19 16:17:33.223594+00","BETIKA","2.05"
"07f1261f-a1e2-4caf-9978-ee08fa388e15","2023-12-19 16:17:04.396912+00","2023-12-19 16:17:04.396927+00","BETIKA","3.66"
"17705307-6b90-4405-ae58-7b0f0a50de26","2023-12-19 16:16:33.186351+00","2023-12-19 16:16:33.186368+00","BETIKA","1.61"
"0627e481-b4f9-4724-92f1-c3997af2bb05","2023-12-19 16:16:04.580398+00","2023-12-19 16:16:04.580414+00","BETIKA","1.85"
"d1b7e903-70bb-49cd-91d3-e2a60d8b9289","2023-12-19 16:15:33.316273+00","2023-12-19 16:15:33.31629+00","BETIKA","1.07"
"2ff4faa8-476e-4224-9629-f5425b3126ef","2023-12-19 16:15:13.326448+00","2023-12-19 16:15:13.326463+00","BETIKA","4.51"
"4d903626-f2ce-4c89-87fd-20e2a3ed6ed8","2023-12-19 16:14:33.192523+00","2023-12-19 16:14:33.192538+00","BETIKA","1.40"
"2dba267b-a763-44b8-bd80-eb13b8c524b6","2023-12-19 16:14:04.491704+00","2023-12-19 16:14:04.491719+00","BETIKA","1.23"
"15511a31-e5b4-4540-94ae-546b8dcd000d","2023-12-19 16:13:43.314745+00","2023-12-19 16:13:43.31476+00","BETIKA","2.63"
"5bf32bda-33e0-40bd-8cad-36992fe69986","2023-12-19 16:13:25.778811+00","2023-12-19 16:13:25.778827+00","BETIKA","282.90"
"dd9a8c38-cd9f-425d-afef-f1f0c6156363","2023-12-19 16:11:53.228484+00","2023-12-19 16:11:53.2285+00","BETIKA","1.24"
"87d5c693-f24f-463d-9ec9-41c54527adc5","2023-12-19 16:11:44.627239+00","2023-12-19 16:11:44.627254+00","BETIKA","1.34"
"b14533dc-d5f3-4bec-ae3c-6004a682d174","2023-12-19 16:11:23.560145+00","2023-12-19 16:11:23.560161+00","BETIKA","17.42"
"de4018e1-c3d6-4613-8e0d-1cebc87dfaca","2023-12-19 16:10:23.29475+00","2023-12-19 16:10:23.294766+00","BETIKA","8.05"
"fa9b0a6d-4245-498d-90ba-7dac9fcd1605","2023-12-19 16:09:43.247529+00","2023-12-19 16:09:43.247547+00","BETIKA","1.04"
"1894a395-40fe-4d2b-b365-99f436a17641","2023-12-19 16:09:34.028252+00","2023-12-19 16:09:34.028269+00","BETIKA","1.38"
"f1c1186c-64ad-4790-a108-7652f07d66e2","2023-12-19 16:09:03.352763+00","2023-12-19 16:09:03.352779+00","BETIKA","1.31"
"df65bea0-d4d1-46ab-9e8f-6ba325f45afc","2023-12-19 16:08:34.291481+00","2023-12-19 16:08:34.291498+00","BETIKA","1.06"
"28fdccd0-0068-459e-8646-b37f2e1bda86","2023-12-19 16:08:14.259213+00","2023-12-19 16:08:14.259231+00","BETIKA","2.40"
"73d87f8f-a04f-42a9-9c38-b61538f8998b","2023-12-19 16:07:34.192945+00","2023-12-19 16:07:34.19296+00","BETIKA","5.14"
"00144d10-4d36-466f-8828-c6cf7dfe246d","2023-12-19 16:06:53.278639+00","2023-12-19 16:06:53.278656+00","BETIKA","9.00"
"7c7f586c-f7e0-438d-9711-83f6a7d3bea1","2023-12-19 16:06:04.253999+00","2023-12-19 16:06:04.254014+00","BETIKA","2.01"
"1f17c502-d56e-47e2-a3c9-50aa10955bc0","2023-12-19 16:05:33.309086+00","2023-12-19 16:05:33.309102+00","BETIKA","1.53"
"11958804-6afd-42c8-93ab-4c72b2cced81","2023-12-19 16:05:13.573735+00","2023-12-19 16:05:13.57375+00","BETIKA","1.81"
"80850376-44cf-4019-8796-1dd8250d5735","2023-12-19 16:04:43.421726+00","2023-12-19 16:04:43.421741+00","BETIKA","1.24"
"5acc5371-ccbd-4027-9f84-9704f78ebe6e","2023-12-19 16:04:24.609245+00","2023-12-19 16:04:24.609261+00","BETIKA","3.15"
"be20185c-f156-476d-a975-2cd630dd075b","2023-12-19 16:03:53.629255+00","2023-12-19 16:03:53.629271+00","BETIKA","1.92"
"8ae025fb-01d5-451a-969f-48eb3df378ff","2023-12-19 16:03:24.399269+00","2023-12-19 16:03:24.399284+00","BETIKA","1.53"
"1f3a95b3-cd7a-4264-8a9b-949862b445c5","2023-12-19 16:02:44.400866+00","2023-12-19 16:02:44.400882+00","BETIKA","1.68"
"e6e6b8c9-19ee-4f0d-894e-c664a9e8ed8a","2023-12-19 16:02:13.397222+00","2023-12-19 16:02:13.397238+00","BETIKA","2.06"
"cfa16e42-b8cf-44f6-8936-f3179cb33c2a","2023-12-19 16:01:34.234428+00","2023-12-19 16:01:34.234443+00","BETIKA","1.13"
"6f610546-8c0d-4f38-add7-2a827dab5172","2023-12-19 16:00:54.321421+00","2023-12-19 16:00:54.321437+00","BETIKA","1.72"
"109d0467-bfde-4074-af6a-2420d9292c2d","2023-12-19 16:00:24.234399+00","2023-12-19 16:00:24.234421+00","BETIKA","19.67"
"a1af4ca7-4c3c-4147-a7a4-6853cb72cdfe","2023-12-19 15:59:33.218246+00","2023-12-19 15:59:33.218261+00","BETIKA","20.57"
"7aaf6c90-29e8-4a48-aaf0-7e7d142ec972","2023-12-19 15:58:44.256314+00","2023-12-19 15:58:44.256331+00","BETIKA","5.48"
"7905688a-d55f-4237-abcf-382b9c847c5b","2023-12-19 15:58:04.370819+00","2023-12-19 15:58:04.370835+00","BETIKA","2.21"
"4f7624b6-af0a-436d-af97-897b5cab5e64","2023-12-19 15:57:34.246309+00","2023-12-19 15:57:34.246325+00","BETIKA","1.27"
"95795fee-e093-42d7-b408-785c45524950","2023-12-19 15:57:04.249399+00","2023-12-19 15:57:04.249415+00","BETIKA","2.25"
"950ecef8-1391-454d-9a4f-18c6bbd148a4","2023-12-19 15:56:34.146733+00","2023-12-19 15:56:34.146753+00","BETIKA","14.08"
"4cdd0c0d-4071-43a0-8f0f-d40468d8b4b1","2023-12-19 15:55:33.260779+00","2023-12-19 15:55:33.260795+00","BETIKA","2.15"
"971847ba-fa84-4579-b011-778efc773f8f","2023-12-19 15:55:03.84849+00","2023-12-19 15:55:03.848506+00","BETIKA","96.41"
"214d362b-f6b2-4081-b740-043fd54f4087","2023-12-19 15:53:53.293193+00","2023-12-19 15:53:53.293214+00","BETIKA","1.80"
"df114872-7827-468c-b1f0-2296d4d42f4f","2023-12-19 15:53:13.416222+00","2023-12-19 15:53:13.416238+00","BETIKA","1.24"
"6f1b8606-16e0-461a-89c0-2b18eaf445f3","2023-12-19 15:53:04.587306+00","2023-12-19 15:53:04.587321+00","BETIKA","1.07"
"ac2b0fd0-d8e8-4bba-aa0d-974913e4e749","2023-12-19 15:52:43.831522+00","2023-12-19 15:52:43.831541+00","BETIKA","3.75"
"23699e62-7007-4e8b-b1d0-83574cc9137e","2023-12-19 15:52:03.235508+00","2023-12-19 15:52:03.235525+00","BETIKA","5.12"
"67828c38-1d88-49b9-b246-0a5e48d89a55","2023-12-19 15:51:23.392722+00","2023-12-19 15:51:23.392741+00","BETIKA","79.73"
"1af2fc11-9da9-4589-aba1-ac6d638e568b","2023-12-19 15:50:13.2998+00","2023-12-19 15:50:13.299816+00","BETIKA","10.98"
"2292c2b8-1f42-4a11-8ad5-b3edccf16c8f","2023-12-19 15:49:24.105333+00","2023-12-19 15:49:24.105349+00","BETIKA","1.57"
"b764217a-3304-4303-9df3-021e7272e80b","2023-12-19 15:49:03.694543+00","2023-12-19 15:49:03.694559+00","BETIKA","1.10"
"c8cee0da-61d3-47b8-a549-ca13a70d7eb7","2023-12-19 15:48:53.334009+00","2023-12-19 15:48:53.334025+00","BETIKA","1.92"
"df8fe813-6f07-476f-adff-1161dd0f9b66","2023-12-19 15:48:23.74206+00","2023-12-19 15:48:23.742075+00","BETIKA","1.35"
"3fb6ba10-ff77-438e-8d2f-b694617e8c24","2023-12-19 15:48:03.319976+00","2023-12-19 15:48:03.319993+00","BETIKA","10.19"
"9416a74a-df18-4f58-92bb-2680222241b9","2023-12-19 15:47:23.426193+00","2023-12-19 15:47:23.426212+00","BETIKA","1.00"
"618be923-84ad-4182-96e1-bb80b0891788","2023-12-19 15:47:13.694598+00","2023-12-19 15:47:13.69462+00","BETIKA","9.68"
"52669de5-3de4-410a-81f6-93abd0532637","2023-12-19 15:46:33.566048+00","2023-12-19 15:46:33.566063+00","BETIKA","16.58"
"e340cca9-6f84-42a9-b1d8-724e27b9bba0","2023-12-19 15:45:43.376391+00","2023-12-19 15:45:43.376408+00","BETIKA","4.25"
"a302e5de-af8c-4c0f-af28-1d510124c265","2023-12-19 15:45:14.336279+00","2023-12-19 15:45:14.336299+00","BETIKA","1.04"
"d0e5ba30-8f35-4f18-85b7-24c1fa15e494","2023-12-19 15:44:53.540213+00","2023-12-19 15:44:53.54023+00","BETIKA","2.08"
"4cd3f8a8-ff16-442a-a055-cdfcb94353b0","2023-12-19 15:44:33.587971+00","2023-12-19 15:44:33.587988+00","BETIKA","4.08"
"a7ecd6f1-16b6-4909-9fbc-8c3595341ee5","2023-12-19 15:44:04.569824+00","2023-12-19 15:44:04.569843+00","BETIKA","1.23"
"79fe3331-0117-46de-b135-ba49ea57d2d8","2023-12-19 15:43:43.222296+00","2023-12-19 15:43:43.222312+00","BETIKA","2.21"
"0c66d902-3cf2-497a-9aa8-173047b27d30","2023-12-19 15:43:23.913442+00","2023-12-19 15:43:23.913457+00","BETIKA","1.10"
"cc235d8b-0a61-42cd-a843-345bd06736b7","2023-12-19 15:43:03.417149+00","2023-12-19 15:43:03.417164+00","BETIKA","3.26"
"185e757f-3e0f-4fa9-b886-67f16bbf307e","2023-12-19 15:42:34.019724+00","2023-12-19 15:42:34.019741+00","BETIKA","18.75"
"4f5d81ab-3fe8-4a12-98ac-613ea8fe89ab","2023-12-19 15:41:43.400396+00","2023-12-19 15:41:43.400412+00","BETIKA","1.85"
"be055115-a038-479f-a258-b3db19e34078","2023-12-19 15:41:23.626109+00","2023-12-19 15:41:23.626123+00","BETIKA","1.95"
"6b9a5af7-a0b5-4756-a820-2e7208628f86","2023-12-19 15:40:53.320388+00","2023-12-19 15:40:53.320403+00","BETIKA","1.00"
"1ff13bfe-37a5-478d-b5c1-20ea44c6f597","2023-12-19 15:40:44.814661+00","2023-12-19 15:40:44.814676+00","BETIKA","1.04"
"b53b183d-342d-4b60-96fb-da106cdadf84","2023-12-19 15:40:24.230627+00","2023-12-19 15:40:24.230643+00","BETIKA","1.27"
"d0cc8346-f467-4ba9-9810-680cc8f6aed2","2023-12-19 15:40:03.27043+00","2023-12-19 15:40:03.270449+00","BETIKA","1.02"
"b46acd4f-6f5f-4d8a-b5f0-765d1bd64722","2023-12-19 15:39:54.396341+00","2023-12-19 15:39:54.396358+00","BETIKA","2.61"
"f305cf6e-c21e-4a58-85e8-0389fcf8e0aa","2023-12-19 15:39:24.23923+00","2023-12-19 15:39:24.239251+00","BETIKA","1.05"
"3f8eebec-1380-4688-9162-3f49c52056ed","2023-12-19 15:39:14.425734+00","2023-12-19 15:39:14.425749+00","BETIKA","1.07"
"28dc5062-6a70-4940-8ca9-d01a2f6c28f3","2023-12-19 15:38:54.052603+00","2023-12-19 15:38:54.05262+00","BETIKA","4.54"
"8da867cc-4bee-45cf-ae70-808d02e14283","2023-12-19 15:38:24.20753+00","2023-12-19 15:38:24.207547+00","BETIKA","1.45"
"0a848a30-cc5c-43ac-9d5e-871ab370a8fb","2023-12-19 15:38:03.308003+00","2023-12-19 15:38:03.308018+00","BETIKA","2.29"
"0f314a3c-8aaa-4aef-9e65-d88c4cfadf90","2023-12-19 15:37:34.170058+00","2023-12-19 15:37:34.170079+00","BETIKA","1.19"
"a06df840-fec5-46f2-b327-588ef34d1058","2023-12-19 15:37:13.202594+00","2023-12-19 15:37:13.202609+00","BETIKA","1.06"
"ba419b70-8aa1-422c-bb18-dc63b46c1c3c","2023-12-19 15:37:04.140523+00","2023-12-19 15:37:04.140539+00","BETIKA","1.74"
"188f251d-a449-412d-8049-f98f1fd52e6c","2023-12-19 15:36:33.306002+00","2023-12-19 15:36:33.306019+00","BETIKA","1.51"
"e22455a9-7204-4c79-b793-387e83931b64","2023-12-19 15:36:14.367255+00","2023-12-19 15:36:14.367273+00","BETIKA","2.24"
"c074e160-0cf3-427a-8598-80737219c9bd","2023-12-19 15:35:54.371567+00","2023-12-19 15:35:54.371584+00","BETIKA","1.37"
"9646a284-d665-47c8-87b1-f2c87a7a1016","2023-12-19 15:35:33.729119+00","2023-12-19 15:35:33.729136+00","BETIKA","3.58"
"023fea08-b51b-404b-8dc7-92113145b2dc","2023-12-19 15:35:03.443671+00","2023-12-19 15:35:03.443686+00","BETIKA","1.21"
"93a05642-8094-4fa2-b144-30daeb872249","2023-12-19 15:34:43.661105+00","2023-12-19 15:34:43.661121+00","BETIKA","1.76"
"cf9e3d76-754a-47af-af74-283d87409010","2023-12-19 15:34:13.315869+00","2023-12-19 15:34:13.315887+00","BETIKA","1.07"
"7bd32cd5-bae9-49eb-be8f-90fd13f3a653","2023-12-19 15:34:03.523042+00","2023-12-19 15:34:03.523058+00","BETIKA","3.99"
"2e2be63a-c13e-42e3-97d8-e5c0874480fa","2023-12-19 15:33:23.631312+00","2023-12-19 15:33:23.631329+00","BETIKA","1.10"
"df458a21-dc96-40db-a490-c657000b975b","2023-12-19 15:33:14.24754+00","2023-12-19 15:33:14.247563+00","BETIKA","2.85"
"342c656d-8032-46ba-9f6f-fd4fd924b3b1","2023-12-19 15:32:43.46736+00","2023-12-19 15:32:43.467377+00","BETIKA","1.86"
"72040b74-a478-4870-a74a-f8b6f2ae74e2","2023-12-19 15:32:13.290314+00","2023-12-19 15:32:13.290335+00","BETIKA","13.64"
"4836eee2-dd8b-412a-ab60-320301da7ee3","2023-12-19 15:31:23.523973+00","2023-12-19 15:31:23.523988+00","BETIKA","3.01"
"1d8df65f-18b0-4229-91a7-b0b05d25098e","2023-12-19 15:30:53.437669+00","2023-12-19 15:30:53.437685+00","BETIKA","6.65"
"3e751aaa-5075-43ea-85de-fb53c0d04d41","2023-12-19 15:30:24.149659+00","2023-12-19 15:30:24.14968+00","BETIKA","1.02"
"65609794-b094-4530-a9dc-80c96de3925f","2023-12-19 15:30:05.699181+00","2023-12-19 15:30:05.699201+00","BETIKA","6.06"
"0029abce-c5eb-482f-948b-14186e7587cc","2023-12-19 15:29:23.439872+00","2023-12-19 15:29:23.439888+00","BETIKA","1.14"
"c028a908-53d6-492a-acba-dd20bc9c8f0a","2023-12-19 15:29:03.313845+00","2023-12-19 15:29:03.31386+00","BETIKA","24.88"
"33aec34e-5af9-4352-9c7e-6ed85c660b6d","2023-12-19 15:28:14.57578+00","2023-12-19 15:28:14.575798+00","BETIKA","5.96"
"32ac6854-52b4-48ca-b77b-fcb532c4bab7","2023-12-19 15:27:34.434314+00","2023-12-19 15:27:34.43433+00","BETIKA","2.40"
"9b98503d-c3cf-497e-9105-c9689036d31f","2023-12-19 15:27:04.06286+00","2023-12-19 15:27:04.062876+00","BETIKA","1.38"
"5ac906ad-3eb3-4c4f-9831-515839e5b39a","2023-12-19 15:26:43.189506+00","2023-12-19 15:26:43.189528+00","BETIKA","12.27"
"1761b1e9-e0f9-4ee4-8d1f-ef619e642bba","2023-12-19 15:25:53.791824+00","2023-12-19 15:25:53.791839+00","BETIKA","1.86"
"92b1a0a4-a50e-4f95-8531-848b69e029eb","2023-12-19 15:25:33.347379+00","2023-12-19 15:25:33.347397+00","BETIKA","1.96"
"3e9e9cad-f9cd-4665-8eb5-533a95cb12b5","2023-12-19 15:25:03.287814+00","2023-12-19 15:25:03.287829+00","BETIKA","1.00"
"f69f62cd-acb9-456a-9ca2-acb5ebd2dc62","2023-12-19 15:24:53.365949+00","2023-12-19 15:24:53.365965+00","BETIKA","1.55"
"c1a89edb-9dea-4a25-9587-8018aa908a1c","2023-12-19 15:24:23.261418+00","2023-12-19 15:24:23.261433+00","BETIKA","1.20"
"b7cb020a-177d-44ca-b314-c429a7bdbd76","2023-12-19 15:24:13.295839+00","2023-12-19 15:24:13.295855+00","BETIKA","1.87"
"a4611bfa-54a0-4f1d-9b44-878fe54bdd55","2023-12-19 15:23:43.301426+00","2023-12-19 15:23:43.301441+00","BETIKA","5.01"
"34012e1d-4234-4de6-aed8-8b1d072d58cb","2023-12-19 15:23:13.968375+00","2023-12-19 15:23:13.968391+00","BETIKA","2.99"
"85a5609a-8dfb-4b2c-84ef-7c11af258a9f","2023-12-19 15:22:43.954548+00","2023-12-19 15:22:43.954568+00","BETIKA","2.48"
"d49f1b7e-d492-489f-8827-6652f46b9865","2023-12-19 15:22:13.989214+00","2023-12-19 15:22:13.989229+00","BETIKA","2.51"
"6269e441-dca2-4746-8e74-9300d3a843fb","2023-12-19 15:21:43.212396+00","2023-12-19 15:21:43.212417+00","BETIKA","1.11"
"462b3d03-37b0-4429-a7fa-7a2ebeef3b6b","2023-12-19 15:21:34.430892+00","2023-12-19 15:21:34.430908+00","BETIKA","6.76"
